,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend
1569,10.09.2011,Mainz,Hoffenheim,0,4,A,0,2,A,13,9,2,5,18,24,7,4,0,0,0,0,-596,-603,0,-4,3,0
1570,10.09.2011,M'gladbach,Kaiserslautern,1,0,H,0,0,D,19,5,4,2,21,19,4,3,2,4,0,0,-713,-397,0,0,0,-1
1571,10.09.2011,Stuttgart,Hannover,3,0,H,1,0,H,17,9,7,5,8,13,9,4,0,1,0,0,-579,-585,2,0,0,-2
1572,10.09.2011,Werder Bremen,Hamburg,2,0,H,0,0,D,22,8,5,3,13,15,11,6,3,5,0,0,-579,-584,1,0,0,-2
1573,11.09.2011,FC Koln,Nurnberg,1,2,A,1,2,A,10,13,2,5,24,18,2,5,3,1,1,1,-689,-606,1,-2,2,0
1574,11.09.2011,Wolfsburg,Schalke 04,2,1,H,1,1,D,12,6,6,2,17,19,9,3,1,3,0,0,-703,-590,2,-1,1,-1
1575,16.09.2011,Freiburg,Stuttgart,1,2,A,0,1,A,18,12,3,5,20,21,6,5,3,4,0,0,-628,-570,1,-2,2,0
1576,17.09.2011,Hamburg,M'gladbach,0,1,A,0,0,D,5,12,2,4,22,15,2,8,2,3,0,0,-597,-699,0,-1,0,0
1577,17.09.2011,Hertha,Augsburg,2,2,D,0,1,A,17,7,5,3,13,20,3,2,2,4,0,1,-709,-385,1,-1,1,-2
1578,17.09.2011,Hoffenheim,Wolfsburg,3,1,H,2,0,H,14,10,8,6,15,15,4,6,3,1,0,1,-591,-715,3,0,1,-2
1579,17.09.2011,Kaiserslautern,Mainz,3,1,H,1,1,D,15,11,7,1,13,20,6,3,0,2,0,0,-389,-603,1,-1,0,-3
1580,17.09.2011,Leverkusen,FC Koln,1,4,A,0,1,A,15,8,7,4,15,13,5,0,1,4,1,0,-479,-674,1,-3,3,-1
1581,17.09.2011,Nurnberg,Werder Bremen,1,1,D,0,1,A,21,2,4,1,17,11,13,0,1,1,0,1,-605,-580,1,0,1,0
1582,18.09.2011,Hannover,Dortmund,2,1,H,0,0,D,14,13,5,7,13,8,7,3,1,0,1,0,-572,-486,1,-1,0,-2
1583,18.09.2011,Schalke 04,Bayern Munich,0,2,A,0,1,A,7,19,1,6,16,18,2,5,1,1,0,0,-610,-4806,0,0,2,0
1584,23.09.2011,Stuttgart,Hamburg,1,2,A,1,0,H,17,16,5,8,20,16,3,7,1,1,0,0,-581,-586,1,-2,1,-1
1585,24.09.2011,Augsburg,Hannover,0,0,D,0,0,D,13,11,3,4,21,17,2,2,1,2,0,0,-390,-567,0,0,0,0
1586,24.09.2011,Bayern Munich,Leverkusen,3,0,H,2,0,H,12,4,4,3,10,13,4,1,1,4,0,0,-4847,-439,2,0,0,-3
1587,24.09.2011,Mainz,Dortmund,1,2,A,1,0,H,9,20,3,9,12,9,3,10,1,0,0,0,-610,-479,0,-2,1,-1
1588,24.09.2011,M'gladbach,Nurnberg,1,0,H,0,0,D,21,7,9,1,13,18,9,4,1,1,0,0,-687,-618,1,0,0,0
1589,24.09.2011,Schalke 04,Freiburg,4,2,H,1,1,D,16,14,7,10,19,17,7,1,1,1,0,0,-593,-645,3,-1,2,-3
1590,24.09.2011,Wolfsburg,Kaiserslautern,1,0,H,0,0,D,6,11,3,2,13,19,4,5,1,2,1,0,-698,-407,1,0,0,-1
1591,25.09.2011,FC Koln,Hoffenheim,2,0,H,1,0,H,9,16,4,2,12,18,4,6,1,2,0,0,-651,-614,2,0,0,-1
1592,25.09.2011,Werder Bremen,Hertha,2,1,H,1,1,D,23,8,6,3,22,17,8,3,2,4,0,2,-573,-716,1,0,0,-2
1593,30.09.2011,Kaiserslautern,Stuttgart,0,2,A,0,0,D,22,11,3,5,16,16,9,4,2,1,0,0,-421,-567,0,-1,1,0
1594,01.10.2011,Dortmund,Augsburg,4,0,H,2,0,H,19,8,9,3,12,14,3,3,2,2,0,0,-443,-426,4,0,1,-2
1595,01.10.2011,Freiburg,M'gladbach,1,0,H,1,0,H,8,19,3,6,23,17,5,7,2,2,0,0,-636,-696,1,0,0,0
1596,01.10.2011,Hertha,FC Koln,3,0,H,3,0,H,10,4,3,2,15,19,3,5,2,2,0,0,-687,-680,3,0,0,-2
1597,01.10.2011,Hoffenheim,Bayern Munich,0,0,D,0,0,D,17,5,5,2,19,26,6,2,1,4,0,0,-624,-4837,0,0,0,0
1598,01.10.2011,Leverkusen,Wolfsburg,3,1,H,1,0,H,20,7,9,1,17,20,6,4,1,2,0,0,-433,-704,2,-1,1,-2
1599,01.10.2011,Nurnberg,Mainz,3,3,D,2,2,D,9,16,5,7,14,19,2,4,2,0,0,0,-618,-610,2,-3,2,-3
1600,02.10.2011,Hamburg,Schalke 04,1,2,A,1,1,D,17,9,6,4,18,16,5,5,3,1,0,0,-597,-583,1,-1,1,-1
1601,02.10.2011,Hannover,Werder Bremen,3,2,H,2,1,H,13,17,5,3,22,12,3,1,5,3,0,1,-557,-583,2,-1,2,-2
1602,14.10.2011,Werder Bremen,Dortmund,0,2,A,0,1,A,24,9,5,5,16,19,11,3,1,1,0,1,-589,-437,0,-1,2,0
1603,15.10.2011,Bayern Munich,Hertha,4,0,H,3,0,H,19,3,8,0,8,13,3,2,0,1,0,0,-4888,-635,4,0,1,-2
1604,15.10.2011,Mainz,Augsburg,0,1,A,0,0,D,18,10,5,6,19,18,9,4,3,2,0,0,-615,-421,0,-1,0,0
1605,15.10.2011,M'gladbach,Leverkusen,2,2,D,0,1,A,23,7,8,4,6,20,4,3,2,4,0,1,-689,-439,1,-1,2,-1
1606,15.10.2011,Schalke 04,Kaiserslautern,1,2,A,0,1,A,14,14,4,6,14,21,4,5,3,3,1,1,-588,-416,0,-2,1,-1
1607,15.10.2011,Stuttgart,Hoffenheim,2,0,H,0,0,D,14,15,7,5,22,26,3,3,3,1,0,0,-552,-638,2,0,0,-1
1608,15.10.2011,Wolfsburg,Nurnberg,2,1,H,1,0,H,12,12,5,6,20,24,1,3,2,2,0,0,-691,-630,1,0,0,-2
1609,16.10.2011,FC Koln,Hannover,2,0,H,1,0,H,10,12,3,6,22,17,1,5,3,4,0,0,-655,-582,1,0,0,-1
1610,16.10.2011,Freiburg,Hamburg,1,2,A,0,1,A,18,11,6,4,16,22,7,2,1,3,0,0,-645,-588,1,-1,1,-1
1611,21.10.2011,Augsburg,Werder Bremen,1,1,D,0,0,D,10,22,3,7,16,11,4,7,3,2,0,0,-426,-585,0,-1,0,-1
1612,22.10.2011,Dortmund,FC Koln,5,0,H,3,0,H,24,2,9,1,13,10,2,3,2,2,0,0,-425,-667,5,0,1,-3
1613,22.10.2011,Hamburg,Wolfsburg,1,1,D,0,1,A,19,8,7,4,23,24,8,4,2,1,0,0,-591,-688,1,0,1,0
1614,22.10.2011,Hertha,Mainz,0,0,D,0,0,D,8,13,1,3,10,21,3,3,1,3,0,0,-635,-616,0,0,0,0
1615,22.10.2011,Hoffenheim,M'gladbach,1,0,H,0,0,D,14,7,5,1,18,15,8,2,1,3,0,0,-630,-698,0,0,0,-1
1616,22.10.2011,Kaiserslautern,Freiburg,1,0,H,0,0,D,12,9,5,3,18,15,6,4,0,4,0,0,-412,-649,0,0,0,-1
1617,22.10.2011,Nurnberg,Stuttgart,2,2,D,1,0,H,17,13,7,2,14,14,4,4,1,2,0,0,-628,-554,2,-1,2,-1
1618,23.10.2011,Hannover,Bayern Munich,2,1,H,1,0,H,12,19,3,8,19,13,2,5,4,1,1,1,-582,-4888,2,0,1,-1
1619,23.10.2011,Leverkusen,Schalke 04,0,1,A,0,0,D,13,18,4,6,14,21,3,3,1,3,0,0,-453,-574,0,-1,0,0
1620,28.10.2011,Freiburg,Leverkusen,0,1,A,0,1,A,21,11,8,3,21,13,6,2,1,0,0,0,-654,-448,0,-1,0,0
1621,29.10.2011,Bayern Munich,Nurnberg,4,0,H,3,0,H,13,4,5,2,14,14,7,3,1,2,0,0,-4937,-579,3,0,0,-3
1622,29.10.2011,Mainz,Werder Bremen,1,3,A,1,1,D,16,13,6,5,23,20,10,0,2,4,0,0,-625,-576,0,-2,2,-1
1623,29.10.2011,M'gladbach,Hannover,2,1,H,1,1,D,18,14,8,2,14,16,5,5,0,3,0,0,-684,-596,1,0,1,-1
1624,29.10.2011,Schalke 04,Hoffenheim,3,1,H,1,0,H,16,11,10,2,20,20,5,4,1,2,0,0,-560,-644,3,0,1,-2
1625,29.10.2011,Stuttgart,Dortmund,1,1,D,1,1,D,12,15,6,6,18,13,6,7,3,2,0,0,-551,-428,1,0,1,0
1626,29.10.2011,Wolfsburg,Hertha,2,3,A,1,2,A,17,12,5,7,24,13,6,7,3,2,0,0,-697,-626,2,-3,3,-1
1627,30.10.2011,FC Koln,Augsburg,3,0,H,2,0,H,5,15,3,5,17,13,1,2,1,2,0,1,-624,-468,3,0,0,-2
1628,30.10.2011,Hamburg,Kaiserslautern,1,1,D,0,1,A,16,11,5,5,18,23,4,3,2,2,1,0,-586,-416,1,0,1,0
1629,04.11.2011,Mainz,Stuttgart,3,1,H,0,0,D,15,18,9,7,18,16,4,6,2,3,1,1,-603,-573,3,-1,1,-2
1630,05.11.2011,Dortmund,Wolfsburg,5,1,H,2,0,H,21,6,11,3,12,18,8,6,1,4,0,0,-420,-705,4,0,1,-4
1631,05.11.2011,Hertha,M'gladbach,1,2,A,1,1,D,11,12,3,5,18,14,5,4,0,2,0,0,-638,-673,1,-1,2,0
1632,05.11.2011,Hoffenheim,Kaiserslautern,1,1,D,1,0,H,11,19,3,3,23,21,4,3,5,1,0,0,-638,-422,1,-1,1,0
1633,05.11.2011,Leverkusen,Hamburg,2,2,D,2,1,H,15,14,5,3,18,17,5,4,2,1,0,0,-452,-582,1,-1,2,-1
1634,05.11.2011,Nurnberg,Freiburg,1,2,A,1,1,D,12,10,4,3,14,20,5,2,4,1,0,0,-591,-642,0,-2,1,-1
1635,05.11.2011,Werder Bremen,FC Koln,3,2,H,0,2,A,29,5,7,4,13,14,10,4,3,3,0,1,-567,-633,3,-1,2,-2
1636,06.11.2011,Augsburg,Bayern Munich,1,2,A,0,2,A,10,14,2,5,17,15,1,3,1,2,0,1,-488,-4917,1,-1,2,0
1637,06.11.2011,Hannover,Schalke 04,2,2,D,1,1,D,16,13,2,7,14,17,2,5,2,4,0,0,-595,-561,2,-1,2,-1
1638,18.11.2011,Kaiserslautern,Leverkusen,0,2,A,0,0,D,13,14,3,8,12,16,8,2,1,1,0,0,-433,-441,0,-1,1,0
1639,19.11.2011,Bayern Munich,Dortmund,0,1,A,0,0,D,16,8,3,2,15,25,3,3,2,1,0,0,-4917,-420,0,0,0,0
1640,19.11.2011,Freiburg,Hertha,2,2,D,0,2,A,13,14,6,7,19,19,6,4,2,5,0,0,-642,-638,1,-1,2,-1
1641,19.11.2011,M'gladbach,Werder Bremen,5,0,H,3,0,H,16,10,9,2,11,10,6,4,0,0,0,1,-631,-609,5,0,0,-4
1642,19.11.2011,Schalke 04,Nurnberg,4,0,H,2,0,H,11,14,7,4,13,16,4,8,2,3,0,0,-536,-616,3,0,0,-3
1643,19.11.2011,Wolfsburg,Hannover,4,1,H,2,1,H,14,7,8,2,18,12,9,8,1,2,0,1,-673,-627,3,-1,1,-3
1644,20.11.2011,Hamburg,Hoffenheim,2,0,H,1,0,H,18,19,7,8,17,15,6,3,0,3,0,0,-568,-653,2,0,0,-1
1645,20.11.2011,Stuttgart,Augsburg,2,1,H,1,0,H,11,15,5,6,24,18,5,4,2,3,0,0,-561,-501,2,-1,1,-1
1646,25.11.2011,FC Koln,M'gladbach,0,3,A,0,2,A,5,15,2,7,14,10,6,2,1,1,0,0,-643,-621,0,-2,3,0
1647,26.11.2011,Augsburg,Wolfsburg,2,0,H,0,0,D,14,7,5,0,16,27,7,4,3,3,0,0,-492,-682,1,0,0,-1
1648,26.11.2011,Dortmund,Schalke 04,2,0,H,1,0,H,16,3,8,1,24,24,3,2,1,4,0,0,-408,-547,2,0,0,-1
1649,26.11.2011,Hannover,Hamburg,1,1,D,0,0,D,11,18,9,7,14,21,4,8,2,2,0,0,-626,-569,1,-1,1,0
1650,26.11.2011,Hertha,Leverkusen,3,3,D,2,1,H,10,18,6,8,18,14,1,5,1,2,0,0,-633,-446,3,-3,3,-2
1651,26.11.2011,Hoffenheim,Freiburg,1,1,D,1,0,H,15,14,3,7,19,18,4,1,2,3,0,0,-652,-642,0,0,0,-1
1652,26.11.2011,Nurnberg,Kaiserslautern,1,0,H,1,0,H,13,6,6,1,21,25,6,1,4,1,0,0,-601,-448,0,0,0,-1
1653,27.11.2011,Mainz,Bayern Munich,3,2,H,1,0,H,17,13,7,8,18,20,3,2,3,2,0,0,-603,-4917,3,-2,2,-2
1654,27.11.2011,Werder Bremen,Stuttgart,2,0,H,0,0,D,14,14,6,5,19,21,4,5,1,4,0,0,-589,-581,1,0,0,-1
1655,02.12.2011,Leverkusen,Hoffenheim,2,0,H,1,0,H,12,6,5,1,12,28,4,7,2,2,0,0,-439,-660,2,0,0,-1
1656,03.12.2011,Bayern Munich,Werder Bremen,4,1,H,1,0,H,14,7,4,4,23,21,8,4,1,2,0,1,-4958,-548,4,-1,2,-2
1657,03.12.2011,Freiburg,Hannover,1,1,D,0,1,A,15,12,5,4,12,20,5,4,1,2,0,0,-642,-626,0,0,0,-1
1658,03.12.2011,Kaiserslautern,Hertha,1,1,D,1,1,D,21,6,4,3,18,16,5,0,3,1,0,0,-453,-628,0,0,0,-1
1659,03.12.2011,M'gladbach,Dortmund,1,1,D,0,1,A,13,11,3,4,9,18,3,10,0,2,0,0,-615,-414,2,0,1,0
1660,03.12.2011,Stuttgart,FC Koln,2,2,D,2,1,H,18,10,8,4,12,20,8,2,3,4,0,0,-583,-641,1,-2,1,-2
1661,03.12.2011,Wolfsburg,Mainz,2,2,D,2,0,H,6,11,4,2,15,18,6,3,2,1,1,0,-679,-605,1,-1,1,-2
1662,04.12.2011,Hamburg,Nurnberg,2,0,H,1,0,H,7,16,3,3,17,17,0,3,3,1,0,0,-554,-617,2,0,0,-1
1663,04.12.2011,Schalke 04,Augsburg,3,1,H,1,0,H,19,11,11,2,11,13,8,2,1,2,0,0,-526,-513,3,0,1,-2
1664,09.12.2011,Hertha,Schalke 04,1,2,A,1,2,A,15,11,4,4,13,16,11,3,0,1,0,0,-635,-519,0,-1,1,-1
1665,10.12.2011,Augsburg,M'gladbach,1,0,H,0,0,D,11,13,5,5,22,22,5,4,3,2,0,0,-506,-622,1,0,0,0
1666,10.12.2011,FC Koln,Freiburg,4,0,H,1,0,H,14,11,6,5,9,12,4,2,1,2,0,0,-613,-669,4,0,0,-3
1667,10.12.2011,Hannover,Leverkusen,0,0,D,0,0,D,17,12,4,4,22,18,9,3,0,2,0,0,-621,-444,0,0,0,0
1668,10.12.2011,Mainz,Hamburg,0,0,D,0,0,D,12,8,5,5,16,11,4,5,1,0,0,0,-604,-555,0,0,0,0
1669,10.12.2011,Nurnberg,Hoffenheim,0,2,A,0,1,A,8,15,3,6,19,14,4,10,3,3,1,1,-628,-649,0,-2,1,0
1670,10.12.2011,Werder Bremen,Wolfsburg,4,1,H,2,0,H,20,17,11,6,17,19,2,7,1,3,0,0,-534,-694,4,-1,1,-3
1671,11.12.2011,Dortmund,Kaiserslautern,1,1,D,1,0,H,23,12,5,3,12,25,9,4,1,2,0,0,-415,-451,1,-1,1,0
1672,11.12.2011,Stuttgart,Bayern Munich,1,2,A,1,1,D,6,18,2,5,16,10,3,6,3,4,1,0,-603,-4938,1,-1,2,0
1673,13.12.2011,FC Koln,Mainz,1,1,D,0,0,D,12,12,3,2,11,27,4,7,2,4,0,0,-613,-604,2,0,1,0
1674,16.12.2011,Bayern Munich,FC Koln,3,0,H,0,0,D,17,4,5,1,15,17,10,3,0,4,1,0,-4978,-573,3,0,0,-2
1675,17.12.2011,Freiburg,Dortmund,1,4,A,1,2,A,14,11,3,5,14,11,3,3,1,1,0,0,-673,-411,0,-4,3,-1
1676,17.12.2011,Hamburg,Augsburg,1,1,D,0,0,D,23,11,12,6,11,18,8,0,1,0,0,0,-554,-507,1,0,1,0
1677,17.12.2011,Hoffenheim,Hertha,1,1,D,1,0,H,16,9,5,1,19,9,5,4,4,1,1,1,-648,-636,0,0,0,-1
1678,17.12.2011,Leverkusen,Nurnberg,0,3,A,0,2,A,13,11,6,4,17,16,6,3,0,1,0,0,-459,-613,0,-3,2,0
1679,17.12.2011,Schalke 04,Werder Bremen,5,0,H,2,0,H,15,10,8,1,13,10,4,4,2,2,0,0,-490,-564,5,0,0,-4
1680,17.12.2011,Wolfsburg,Stuttgart,1,0,H,0,0,D,19,12,7,5,26,16,6,7,3,2,0,0,-681,-616,1,0,0,-1
1681,18.12.2011,Kaiserslautern,Hannover,1,1,D,0,1,A,19,8,7,1,13,11,6,0,1,2,1,0,-456,-617,1,-1,1,0
1682,18.12.2011,M'gladbach,Mainz,1,0,H,1,0,H,6,12,3,5,16,20,5,4,3,3,0,0,-612,-614,0,0,0,0
1683,20.01.2012,M'gladbach,Bayern Munich,3,1,H,2,0,H,9,17,5,7,11,13,4,8,1,0,0,0,-612,-4978,3,0,1,-2
1684,21.01.2012,Freiburg,Augsburg,1,0,H,0,0,D,15,4,6,1,13,25,5,2,1,3,0,0,-659,-522,1,0,0,0
1685,21.01.2012,Hoffenheim,Hannover,0,0,D,0,0,D,10,9,3,1,14,22,0,4,1,1,0,0,-647,-617,0,0,0,0
1686,21.01.2012,Kaiserslautern,Werder Bremen,0,0,D,0,0,D,19,14,5,6,22,16,4,2,2,3,0,0,-459,-561,0,0,-1,-1
1687,21.01.2012,Nurnberg,Hertha,2,0,H,1,0,H,10,12,5,2,16,18,4,5,1,2,0,0,-597,-652,2,0,0,-1
1688,21.01.2012,Schalke 04,Stuttgart,3,1,H,1,0,H,14,13,7,6,9,10,8,6,1,1,0,0,-479,-626,4,0,1,-2
1689,21.01.2012,Wolfsburg,FC Koln,1,0,H,0,0,D,18,10,6,2,14,11,15,1,1,2,0,0,-668,-586,0,0,0,-1
1690,22.01.2012,Hamburg,Dortmund,1,5,A,0,2,A,9,22,3,9,19,9,8,5,1,0,0,0,-560,-405,1,-4,4,-1
1691,22.01.2012,Leverkusen,Mainz,3,2,H,2,0,H,9,17,2,6,16,14,5,6,1,0,0,0,-453,-620,2,-2,2,-2
1692,27.01.2012,Hannover,Nurnberg,1,0,H,1,0,H,13,10,3,1,21,17,8,1,3,2,0,0,-607,-608,0,0,0,0
1693,28.01.2012,Augsburg,Kaiserslautern,2,2,D,1,1,D,15,15,5,8,13,17,3,4,2,4,0,0,-520,-461,2,-2,2,-1
1694,28.01.2012,Bayern Munich,Wolfsburg,2,0,H,0,0,D,9,8,7,0,15,20,4,4,1,2,0,0,-5009,-637,2,0,0,-1
1695,28.01.2012,Dortmund,Hoffenheim,3,1,H,2,0,H,18,8,9,5,13,23,6,2,1,4,0,0,-399,-654,4,-1,2,-1
1696,28.01.2012,FC Koln,Schalke 04,1,4,A,1,0,H,8,14,3,5,12,22,4,1,1,2,1,0,-593,-472,0,-3,3,-1
1697,28.01.2012,Hertha,Hamburg,1,2,A,0,2,A,18,13,3,5,19,30,6,7,3,1,0,0,-659,-552,0,-2,0,-2
1698,28.01.2012,Werder Bremen,Leverkusen,1,1,D,1,0,H,16,13,4,7,18,16,4,6,3,2,0,0,-558,-456,0,0,0,-1
1699,29.01.2012,Mainz,Freiburg,3,1,H,3,0,H,18,5,10,1,18,19,4,3,2,2,0,1,-605,-674,3,-1,1,-2
1700,29.01.2012,Stuttgart,M'gladbach,0,3,A,0,1,A,14,18,5,8,11,14,6,1,0,1,0,0,-636,-602,0,-2,3,0
1701,03.02.2012,Nurnberg,Dortmund,0,2,A,0,0,D,12,11,3,6,19,19,7,1,1,0,0,0,-612,-394,0,-1,1,0
1702,04.02.2012,Hamburg,Bayern Munich,1,1,D,1,0,H,13,22,1,8,18,16,5,10,2,2,0,0,-562,-4999,1,0,1,0
1703,04.02.2012,Hertha,Hannover,0,1,A,0,0,D,15,9,3,4,16,24,4,1,0,2,1,0,-668,-598,0,-1,1,0
1704,04.02.2012,Hoffenheim,Augsburg,2,2,D,1,1,D,13,11,4,5,21,16,3,7,4,2,0,0,-650,-524,1,-1,1,-2
1705,04.02.2012,Leverkusen,Stuttgart,2,2,D,1,1,D,13,14,6,4,19,29,3,3,1,6,1,1,-461,-631,1,-2,1,-2
1706,04.02.2012,Schalke 04,Mainz,1,1,D,0,1,A,10,15,2,2,19,18,13,2,2,2,0,0,-476,-601,1,0,1,0
1707,04.02.2012,Wolfsburg,M'gladbach,0,0,D,0,0,D,11,5,2,0,16,8,8,3,1,1,0,0,-636,-603,0,0,0,0
1708,05.02.2012,Freiburg,Werder Bremen,2,2,D,1,1,D,18,8,6,2,20,19,7,1,2,2,0,0,-671,-561,2,-2,2,-1
1709,05.02.2012,Kaiserslautern,FC Koln,0,1,A,0,0,D,6,18,3,4,14,13,3,9,2,0,1,0,-474,-579,0,-1,0,0
1710,10.02.2012,Wolfsburg,Freiburg,3,2,H,2,2,D,15,8,8,2,24,11,5,3,2,1,0,0,-627,-680,2,-1,1,-3
1711,11.02.2012,Bayern Munich,Kaiserslautern,2,0,H,2,0,H,18,5,10,1,12,25,6,1,1,2,0,0,-5027,-446,1,0,0,-1
1712,11.02.2012,Dortmund,Leverkusen,1,0,H,1,0,H,14,3,5,1,14,14,3,4,0,0,0,0,-386,-469,0,0,0,-1
1713,11.02.2012,Mainz,Hannover,1,1,D,1,0,H,13,15,4,7,16,12,7,7,3,3,0,0,-601,-598,1,0,1,0
1714,11.02.2012,M'gladbach,Schalke 04,3,0,H,3,0,H,10,10,4,1,10,9,2,1,1,3,0,0,-569,-510,2,0,0,-2
1715,11.02.2012,Stuttgart,Hertha,5,0,H,4,0,H,19,4,12,0,18,14,4,3,1,1,0,1,-604,-695,5,0,0,-4
1716,11.02.2012,Werder Bremen,Hoffenheim,1,1,D,0,1,A,14,11,4,6,24,28,9,5,3,4,0,0,-563,-647,1,0,0,-1
1717,12.02.2012,Augsburg,Nurnberg,0,0,D,0,0,D,9,12,1,4,23,23,6,3,2,4,0,0,-526,-610,0,0,0,0
1718,12.02.2012,FC Koln,Hamburg,0,1,A,0,0,D,10,19,2,4,18,17,5,6,3,1,0,0,-589,-553,0,0,0,0
1719,17.02.2012,Hoffenheim,Mainz,1,1,D,1,1,D,16,7,2,3,20,15,6,4,1,1,0,0,-646,-602,0,0,1,0
1720,18.02.2012,Freiburg,Bayern Munich,0,0,D,0,0,D,13,9,2,2,21,19,6,10,2,1,0,0,-690,-5017,0,0,0,0
1721,18.02.2012,Hamburg,Werder Bremen,1,3,A,0,2,A,18,13,6,9,15,25,3,2,1,3,0,0,-563,-553,0,-2,3,0
1722,18.02.2012,Hertha,Dortmund,0,1,A,0,0,D,6,14,2,6,16,19,2,5,0,0,0,0,-698,-383,0,-1,1,0
1723,18.02.2012,Kaiserslautern,M'gladbach,1,2,A,0,2,A,14,8,6,2,18,18,2,0,3,1,0,0,-460,-556,1,-1,2,0
1724,18.02.2012,Leverkusen,Augsburg,4,1,H,1,0,H,12,6,9,3,9,21,5,6,0,4,0,0,-450,-545,3,-1,1,-3
1725,18.02.2012,Nurnberg,FC Koln,2,1,H,1,0,H,19,7,3,5,16,18,6,3,3,3,0,0,-599,-599,1,-1,1,-1
1726,19.02.2012,Hannover,Stuttgart,4,2,H,2,0,H,21,11,6,6,11,18,10,5,0,0,0,0,-581,-621,4,0,2,-3
1727,19.02.2012,Schalke 04,Wolfsburg,4,0,H,2,0,H,13,13,9,6,12,23,6,4,1,1,0,0,-492,-645,3,0,0,-3
1728,24.02.2012,M'gladbach,Hamburg,1,1,D,1,0,H,9,11,5,5,15,18,3,6,1,3,0,0,-556,-563,0,0,0,-1
1729,25.02.2012,Augsburg,Hertha,3,0,H,0,0,D,11,7,5,1,21,23,4,8,0,4,0,0,-532,-711,2,0,0,-2
1730,25.02.2012,FC Koln,Leverkusen,0,2,A,0,1,A,11,22,4,7,14,15,2,7,1,0,0,0,-605,-444,0,-1,1,0
1731,25.02.2012,Mainz,Kaiserslautern,4,0,H,3,0,H,11,6,8,2,11,17,6,4,1,3,0,0,-561,-501,3,0,0,-3
1732,25.02.2012,Stuttgart,Freiburg,4,1,H,2,1,H,17,10,8,3,11,13,5,7,0,0,0,0,-603,-708,4,-1,2,-2
1733,25.02.2012,Werder Bremen,Nurnberg,0,1,A,0,0,D,20,11,5,5,15,20,3,6,3,3,0,0,-564,-588,0,0,0,0
1734,25.02.2012,Wolfsburg,Hoffenheim,1,2,A,0,1,A,13,14,5,7,24,19,6,1,2,1,0,0,-655,-636,0,-2,1,-1
1735,26.02.2012,Bayern Munich,Schalke 04,2,0,H,1,0,H,23,12,7,4,9,14,10,3,1,2,0,0,-5045,-464,2,0,0,-1
1736,26.02.2012,Dortmund,Hannover,3,1,H,1,0,H,21,7,6,2,13,14,4,2,3,4,0,0,-375,-589,3,0,1,-2
1737,03.03.2012,Dortmund,Mainz,2,1,H,1,0,H,18,5,5,3,11,15,5,2,0,0,0,0,-370,-566,2,0,1,-1
1738,03.03.2012,Freiburg,Schalke 04,2,1,H,1,0,H,11,15,2,4,16,20,6,4,2,1,0,1,-692,-480,2,-1,1,-1
1739,03.03.2012,Hamburg,Stuttgart,0,4,A,0,2,A,9,15,3,8,14,26,1,4,1,3,1,0,-574,-592,0,-3,3,0
1740,03.03.2012,Hannover,Augsburg,2,2,D,1,1,D,12,15,3,7,16,29,1,4,1,3,1,0,-587,-534,2,-1,2,-1
1741,03.03.2012,Hertha,Werder Bremen,1,0,H,0,0,D,5,17,2,3,13,19,0,7,2,1,0,0,-697,-578,0,0,0,0
1742,03.03.2012,Kaiserslautern,Wolfsburg,0,0,D,0,0,D,12,15,5,6,12,22,6,9,2,1,0,0,-505,-651,0,0,0,0
1743,03.03.2012,Leverkusen,Bayern Munich,2,0,H,0,0,D,15,15,8,5,17,15,3,8,2,3,0,0,-444,-5045,2,0,0,-1
1744,04.03.2012,Hoffenheim,FC Koln,1,1,D,1,0,H,23,9,7,3,21,18,7,2,3,2,0,0,-635,-606,1,-1,0,-1
1745,04.03.2012,Nurnberg,M'gladbach,1,0,H,0,0,D,16,8,4,4,13,11,5,0,1,1,0,0,-577,-567,0,0,0,0
1746,09.03.2012,Stuttgart,Kaiserslautern,0,0,D,0,0,D,22,7,9,1,11,22,8,3,0,0,0,0,-589,-508,0,0,0,0
1747,10.03.2012,Augsburg,Dortmund,0,0,D,0,0,D,4,14,2,3,16,16,2,5,2,2,0,0,-530,-375,0,0,0,0
1748,10.03.2012,Bayern Munich,Hoffenheim,7,1,H,5,0,H,19,4,10,0,11,16,13,4,0,1,0,0,-5100,-580,6,0,2,-5
1749,10.03.2012,FC Koln,Hertha,1,0,H,1,0,H,16,14,5,7,13,22,5,5,2,3,2,1,-599,-704,1,0,0,0
1750,10.03.2012,Mainz,Nurnberg,2,1,H,2,0,H,13,15,3,2,18,19,4,5,0,5,1,0,-556,-587,2,-1,1,-1
1751,10.03.2012,M'gladbach,Freiburg,0,0,D,0,0,D,13,6,3,3,8,9,3,4,2,1,0,0,-570,-689,0,0,0,0
1752,10.03.2012,Wolfsburg,Leverkusen,3,2,H,2,1,H,11,7,6,4,25,16,4,3,5,1,0,0,-636,-459,2,-1,2,-2
1753,11.03.2012,Schalke 04,Hamburg,3,1,H,3,1,H,11,20,7,5,20,16,4,7,3,4,0,0,-468,-587,2,-1,0,-3
